CHECKPOINT,2024-12-13T14:46:03.407854,[]
CHECKPOINT,2024-12-13T14:46:03.407854,[]
CHECKPOINT,2024-12-13T14:46:03.407854,[]
CHECKPOINT,2024-12-13T14:46:03.407854,[]
CHECKPOINT,2024-12-13T14:46:03.407854,[]
CHECKPOINT,2024-12-13T14:46:03.407854,[]
CHECKPOINT,2024-12-13T14:58:13.510263,[]
CHECKPOINT,2024-12-13T14:58:13.514713,[]
CHECKPOINT,2024-12-13T14:58:13.516709,[]
CHECKPOINT,2024-12-13T14:58:13.517721,[]
CHECKPOINT,2024-12-13T14:58:13.519712,[]
CHECKPOINT,2024-12-13T14:58:13.521280,[]
CHECKPOINT,2024-12-13T15:29:46.510867,[]
CHECKPOINT,2024-12-13T15:29:46.514863,[]
CHECKPOINT,2024-12-13T15:29:46.515865,[]
CHECKPOINT,2024-12-13T15:40:18.058294,[]
CHECKPOINT,2024-12-13T15:40:18.061316,[]
CHECKPOINT,2024-12-13T15:40:18.063816,[]
CHECKPOINT,2024-12-13T15:45:18.066165,[]
CHECKPOINT,2024-12-13T15:45:18.070631,[]
CHECKPOINT,2024-12-13T15:45:18.072006,[]
CHECKPOINT,2024-12-13T15:58:40.848701,[]
CHECKPOINT,2024-12-13T15:58:40.852278,[]
CHECKPOINT,2024-12-13T15:58:40.853398,[]
CHECKPOINT,2024-12-13T16:12:41.576227,[]
CHECKPOINT,2024-12-13T16:12:41.576227,[]
CHECKPOINT,2024-12-13T16:12:41.576227,[]
CHECKPOINT,2024-12-13T17:51:18.441973,[]
CHECKPOINT,2024-12-13T17:51:18.445427,[]
CHECKPOINT,2024-12-13T17:51:18.446468,[]
CHECKPOINT,2024-12-13T17:51:18.448204,[]
